day,site_code,age,prob.inf,storm,age_cat,code.new
14,N5,5,0.08379850594014293,CYCLONE BATSIRAI,Young children,MNJ.01
15,N5,5,0.08950814145005033,CYCLONE BATSIRAI,Young children,MNJ.01
16,N5,5,0.09518219533531795,CYCLONE BATSIRAI,Young children,MNJ.01
17,N5,5,0.10082088933549647,CYCLONE BATSIRAI,Young children,MNJ.01
18,N5,5,0.10642444380828751,CYCLONE BATSIRAI,Young children,MNJ.01
19,N5,5,0.11199307773815546,CYCLONE BATSIRAI,Young children,MNJ.01
20,N5,5,0.11752700874488502,CYCLONE BATSIRAI,Young children,MNJ.01
21,N5,5,0.12302645309208579,CYCLONE BATSIRAI,Young children,MNJ.01
22,N5,5,0.12849162569564385,CYCLONE BATSIRAI,Young children,MNJ.01
23,N5,5,0.13392274013212024,CYCLONE BATSIRAI,Young children,MNJ.01
24,N5,5,0.13932000864709812,CYCLONE BATSIRAI,Young children,MNJ.01
25,N5,5,0.14468364216347632,CYCLONE BATSIRAI,Young children,MNJ.01
26,N5,5,0.1500138502897131,CYCLONE BATSIRAI,Young children,MNJ.01
27,N5,5,0.1553108413280165,CYCLONE BATSIRAI,Young children,MNJ.01
28,N5,5,0.16057482228248574,CYCLONE BATSIRAI,Young children,MNJ.01
29,N5,5,0.1658059988672001,CYCLONE BATSIRAI,Young children,MNJ.01
30,N5,5,0.17100457551425843,CYCLONE BATSIRAI,Young children,MNJ.01
31,N5,5,0.17617075538176832,CYCLONE BATSIRAI,Young children,MNJ.01
32,N5,5,0.1813047403617853,CYCLONE BATSIRAI,Young children,MNJ.01
33,N5,5,0.18640673108820272,CYCLONE BATSIRAI,Young children,MNJ.01
34,N5,5,0.19147692694459253,CYCLONE BATSIRAI,Young children,MNJ.01
35,N5,5,0.19651552607199685,CYCLONE BATSIRAI,Young children,MNJ.01
36,N5,5,0.2015227253766717,CYCLONE BATSIRAI,Young children,MNJ.01
37,N5,5,0.20649872053778148,CYCLONE BATSIRAI,Young children,MNJ.01
38,N5,5,0.21144370601504642,CYCLONE BATSIRAI,Young children,MNJ.01
39,N5,5,0.21635787505634171,CYCLONE BATSIRAI,Young children,MNJ.01
40,N5,5,0.22124141970524977,CYCLONE BATSIRAI,Young children,MNJ.01
41,N5,5,0.2260945308085651,CYCLONE BATSIRAI,Young children,MNJ.01
42,N5,5,0.23091739802375244,CYCLONE BATSIRAI,Young children,MNJ.01
43,N5,5,0.23571020982635862,CYCLONE BATSIRAI,Young children,MNJ.01
44,N5,5,0.24047315351737814,CYCLONE BATSIRAI,Young children,MNJ.01
45,N5,5,0.24520641523057266,CYCLONE BATSIRAI,Young children,MNJ.01
46,N5,5,0.24991017993974515,CYCLONE BATSIRAI,Young children,MNJ.01
47,N5,5,0.25458463146596827,CYCLONE BATSIRAI,Young children,MNJ.01
48,N5,5,0.25922995248476877,CYCLONE BATSIRAI,Young children,MNJ.01
49,N5,5,0.26384632453326523,CYCLONE BATSIRAI,Young children,MNJ.01
50,N5,5,0.26843392801726385,CYCLONE BATSIRAI,Young children,MNJ.01
51,N5,5,0.2729929422183073,CYCLONE BATSIRAI,Young children,MNJ.01
52,N5,5,0.27752354530068174,CYCLONE BATSIRAI,Young children,MNJ.01
53,N5,5,0.28202591431837915,CYCLONE BATSIRAI,Young children,MNJ.01
54,N5,5,0.28650022522201674,CYCLONE BATSIRAI,Young children,MNJ.01
55,N5,5,0.29094665286571275,CYCLONE BATSIRAI,Young children,MNJ.01
56,N5,5,0.2953653710139197,CYCLONE BATSIRAI,Young children,MNJ.01
57,N5,5,0.29975655234821513,CYCLONE BATSIRAI,Young children,MNJ.01
58,N5,5,0.3041203684740501,CYCLONE BATSIRAI,Young children,MNJ.01
59,N5,5,0.3084569899274554,CYCLONE BATSIRAI,Young children,MNJ.01
60,N5,5,0.31276658618170505,CYCLONE BATSIRAI,Young children,MNJ.01
1,N5,6,0.006711597780210822,CYCLONE BATSIRAI,School aged children,MNJ.01
2,N5,6,0.013378150015658315,CYCLONE BATSIRAI,School aged children,MNJ.01
3,N5,6,0.01999995903392072,CYCLONE BATSIRAI,School aged children,MNJ.01
4,N5,6,0.02657732513347517,CYCLONE BATSIRAI,School aged children,MNJ.01
5,N5,6,0.03311054659731622,CYCLONE BATSIRAI,School aged children,MNJ.01
6,N5,6,0.039599919706482925,CYCLONE BATSIRAI,School aged children,MNJ.01
7,N5,6,0.0460457387534952,CYCLONE BATSIRAI,School aged children,MNJ.01
8,N5,6,0.05244829605569988,CYCLONE BATSIRAI,School aged children,MNJ.01
9,N5,6,0.058807881968527445,CYCLONE BATSIRAI,School aged children,MNJ.01
10,N5,6,0.0651247848986594,CYCLONE BATSIRAI,School aged children,MNJ.01
11,N5,6,0.07139929131710766,CYCLONE BATSIRAI,School aged children,MNJ.01
12,N5,6,0.07763168577220596,CYCLONE BATSIRAI,School aged children,MNJ.01
13,N5,6,0.08382225090251401,CYCLONE BATSIRAI,School aged children,MNJ.01
14,N5,6,0.08997126744963524,CYCLONE BATSIRAI,School aged children,MNJ.01
15,N5,6,0.09607901427094835,CYCLONE BATSIRAI,School aged children,MNJ.01
16,N5,6,0.10214576835225342,CYCLONE BATSIRAI,School aged children,MNJ.01
17,N5,6,0.10817180482033335,CYCLONE BATSIRAI,School aged children,MNJ.01
18,N5,6,0.11415739695543059,CYCLONE BATSIRAI,School aged children,MNJ.01
19,N5,6,0.12010281620364072,CYCLONE BATSIRAI,School aged children,MNJ.01
20,N5,6,0.1260083321892221,CYCLONE BATSIRAI,School aged children,MNJ.01
21,N5,6,0.1318742127268237,CYCLONE BATSIRAI,School aged children,MNJ.01
22,N5,6,0.13770072383363013,CYCLONE BATSIRAI,School aged children,MNJ.01
23,N5,6,0.14348812974142572,CYCLONE BATSIRAI,School aged children,MNJ.01
24,N5,6,0.1492366929085774,CYCLONE BATSIRAI,School aged children,MNJ.01
25,N5,6,0.15494667403193696,CYCLONE BATSIRAI,School aged children,MNJ.01
26,N5,6,0.16061833205866405,CYCLONE BATSIRAI,School aged children,MNJ.01
27,N5,6,0.16625192419796878,CYCLONE BATSIRAI,School aged children,MNJ.01
28,N5,6,0.1718477059327767,CYCLONE BATSIRAI,School aged children,MNJ.01
29,N5,6,0.1774059310313148,CYCLONE BATSIRAI,School aged children,MNJ.01
30,N5,6,0.1829268515586196,CYCLONE BATSIRAI,School aged children,MNJ.01
31,N5,6,0.18841071788796865,CYCLONE BATSIRAI,School aged children,MNJ.01
32,N5,6,0.19385777871223464,CYCLONE BATSIRAI,School aged children,MNJ.01
33,N5,6,0.19926828105516384,CYCLONE BATSIRAI,School aged children,MNJ.01
34,N5,6,0.20464247028257843,CYCLONE BATSIRAI,School aged children,MNJ.01
35,N5,6,0.20998059011350376,CYCLONE BATSIRAI,School aged children,MNJ.01
36,N5,6,0.21528288263122144,CYCLONE BATSIRAI,School aged children,MNJ.01
37,N5,6,0.22054958829424717,CYCLONE BATSIRAI,School aged children,MNJ.01
38,N5,6,0.2257809459472359,CYCLONE BATSIRAI,School aged children,MNJ.01
39,N5,6,0.23097719283181337,CYCLONE BATSIRAI,School aged children,MNJ.01
40,N5,6,0.23613856459733487,CYCLONE BATSIRAI,School aged children,MNJ.01
41,N5,6,0.24126529531157212,CYCLONE BATSIRAI,School aged children,MNJ.01
42,N5,6,0.24635761747132784,CYCLONE BATSIRAI,School aged children,MNJ.01
43,N5,6,0.25141576201298005,CYCLONE BATSIRAI,School aged children,MNJ.01
44,N5,6,0.2564399583229545,CYCLONE BATSIRAI,School aged children,MNJ.01
45,N5,6,0.2614304342481277,CYCLONE BATSIRAI,School aged children,MNJ.01
46,N5,6,0.26638741610615924,CYCLONE BATSIRAI,School aged children,MNJ.01
47,N5,6,0.27131112869575585,CYCLONE BATSIRAI,School aged children,MNJ.01
48,N5,6,0.2762017953068658,CYCLONE BATSIRAI,School aged children,MNJ.01
49,N5,6,0.2810596377308047,CYCLONE BATSIRAI,School aged children,MNJ.01
50,N5,6,0.28588487627031467,CYCLONE BATSIRAI,School aged children,MNJ.01
51,N5,6,0.29067772974955375,CYCLONE BATSIRAI,School aged children,MNJ.01
52,N5,6,0.29543841552402084,CYCLONE BATSIRAI,School aged children,MNJ.01
53,N5,6,0.3001671494904116,CYCLONE BATSIRAI,School aged children,MNJ.01
54,N5,6,0.3048641460964104,CYCLONE BATSIRAI,School aged children,MNJ.01
55,N5,6,0.3095296183504147,CYCLONE BATSIRAI,School aged children,MNJ.01
56,N5,6,0.3141637778311954,CYCLONE BATSIRAI,School aged children,MNJ.01
57,N5,6,0.3187668346974917,CYCLONE BATSIRAI,School aged children,MNJ.01
58,N5,6,0.3233389976975419,CYCLONE BATSIRAI,School aged children,MNJ.01
59,N5,6,0.32788047417855043,CYCLONE BATSIRAI,School aged children,MNJ.01
60,N5,6,0.3323914700960899,CYCLONE BATSIRAI,School aged children,MNJ.01
1,N5,7,0.007202255058945761,CYCLONE BATSIRAI,School aged children,MNJ.01
2,N5,7,0.014352637639957413,CYCLONE BATSIRAI,School aged children,MNJ.01
3,N5,7,0.021451521341851583,CYCLONE BATSIRAI,School aged children,MNJ.01
4,N5,7,0.028499277072690905,CYCLONE BATSIRAI,School aged children,MNJ.01
5,N5,7,0.035496273069163586,CYCLONE BATSIRAI,School aged children,MNJ.01
6,N5,7,0.04244287491582323,CYCLONE BATSIRAI,School aged children,MNJ.01
7,N5,7,0.049339445564190315,CYCLONE BATSIRAI,School aged children,MNJ.01
8,N5,7,0.05618634535171579,CYCLONE BATSIRAI,School aged children,MNJ.01
9,N5,7,0.0629839320206085,CYCLONE BATSIRAI,School aged children,MNJ.01
10,N5,7,0.06973256073652653,CYCLONE BATSIRAI,School aged children,MNJ.01
11,N5,7,0.07643258410713441,CYCLONE BATSIRAI,School aged children,MNJ.01
12,N5,7,0.08308435220052626,CYCLONE BATSIRAI,School aged children,MNJ.01
13,N5,7,0.08968821256351654,CYCLONE BATSIRAI,School aged children,MNJ.01
14,N5,7,0.09624451023979891,CYCLONE BATSIRAI,School aged children,MNJ.01
15,N5,7,0.10275358778797433,CYCLONE BATSIRAI,School aged children,MNJ.01
16,N5,7,0.10921578529944932,CYCLONE BATSIRAI,School aged children,MNJ.01
17,N5,7,0.1156314404162054,CYCLONE BATSIRAI,School aged children,MNJ.01
18,N5,7,0.12200088834844033,CYCLONE BATSIRAI,School aged children,MNJ.01
19,N5,7,0.12832446189208266,CYCLONE BATSIRAI,School aged children,MNJ.01
20,N5,7,0.13460249144617967,CYCLONE BATSIRAI,School aged children,MNJ.01
21,N5,7,0.1408353050301605,CYCLONE BATSIRAI,School aged children,MNJ.01
22,N5,7,0.14702322830097464,CYCLONE BATSIRAI,School aged children,MNJ.01
23,N5,7,0.15316658457010715,CYCLONE BATSIRAI,School aged children,MNJ.01
24,N5,7,0.15926569482047143,CYCLONE BATSIRAI,School aged children,MNJ.01
25,N5,7,0.16532087772317988,CYCLONE BATSIRAI,School aged children,MNJ.01
26,N5,7,0.17133244965419459,CYCLONE BATSIRAI,School aged children,MNJ.01
27,N5,7,0.17730072471085684,CYCLONE BATSIRAI,School aged children,MNJ.01
28,N5,7,0.18322601472829905,CYCLONE BATSIRAI,School aged children,MNJ.01
29,N5,7,0.1891086292957375,CYCLONE BATSIRAI,School aged children,MNJ.01
30,N5,7,0.19494887577264772,CYCLONE BATSIRAI,School aged children,MNJ.01
31,N5,7,0.20074705930482414,CYCLONE BATSIRAI,School aged children,MNJ.01
32,N5,7,0.20650348284032322,CYCLONE BATSIRAI,School aged children,MNJ.01
33,N5,7,0.21221844714529234,CYCLONE BATSIRAI,School aged children,MNJ.01
34,N5,7,0.21789225081968436,CYCLONE BATSIRAI,School aged children,MNJ.01
35,N5,7,0.22352519031285892,CYCLONE BATSIRAI,School aged children,MNJ.01
36,N5,7,0.22911755993907207,CYCLONE BATSIRAI,School aged children,MNJ.01
37,N5,7,0.23466965189285335,CYCLONE BATSIRAI,School aged children,MNJ.01
38,N5,7,0.24018175626427277,CYCLONE BATSIRAI,School aged children,MNJ.01
39,N5,7,0.2456541610540977,CYCLONE BATSIRAI,School aged children,MNJ.01
40,N5,7,0.25108715218884053,CYCLONE BATSIRAI,School aged children,MNJ.01
41,N5,7,0.25648101353569797,CYCLONE BATSIRAI,School aged children,MNJ.01
42,N5,7,0.2618360269173827,CYCLONE BATSIRAI,School aged children,MNJ.01
43,N5,7,0.26715247212684845,CYCLONE BATSIRAI,School aged children,MNJ.01
44,N5,7,0.2724306269419087,CYCLONE BATSIRAI,School aged children,MNJ.01
45,N5,7,0.27767076713975036,CYCLONE BATSIRAI,School aged children,MNJ.01
46,N5,7,0.28287316651134253,CYCLONE BATSIRAI,School aged children,MNJ.01
47,N5,7,0.28803809687574194,CYCLONE BATSIRAI,School aged children,MNJ.01
48,N5,7,0.29316582809429537,CYCLONE BATSIRAI,School aged children,MNJ.01
49,N5,7,0.29825662808473885,CYCLONE BATSIRAI,School aged children,MNJ.01
50,N5,7,0.3033107628351972,CYCLONE BATSIRAI,School aged children,MNJ.01
51,N5,7,0.30832849641808047,CYCLONE BATSIRAI,School aged children,MNJ.01
52,N5,7,0.3133100910038821,CYCLONE BATSIRAI,School aged children,MNJ.01
53,N5,7,0.3182558068748763,CYCLONE BATSIRAI,School aged children,MNJ.01
54,N5,7,0.3231659024387187,CYCLONE BATSIRAI,School aged children,MNJ.01
55,N5,7,0.3280406342419464,CYCLONE BATSIRAI,School aged children,MNJ.01
56,N5,7,0.33288025698338336,CYCLONE BATSIRAI,School aged children,MNJ.01
57,N5,7,0.33768502352744734,CYCLONE BATSIRAI,School aged children,MNJ.01
58,N5,7,0.3424551849173622,CYCLONE BATSIRAI,School aged children,MNJ.01
59,N5,7,0.34719099038827483,CYCLONE BATSIRAI,School aged children,MNJ.01
60,N5,7,0.3518926873802761,CYCLONE BATSIRAI,School aged children,MNJ.01
1,N5,8,0.007695999470699071,CYCLONE BATSIRAI,School aged children,MNJ.01
2,N5,8,0.015332770533545143,CYCLONE BATSIRAI,School aged children,MNJ.01
3,N5,8,0.022910769010333707,CYCLONE BATSIRAI,School aged children,MNJ.01
4,N5,8,0.030430447214855938,CYCLONE BATSIRAI,School aged children,MNJ.01
5,N5,8,0.037892253979896345,CYCLONE BATSIRAI,School aged children,MNJ.01
6,N5,8,0.04529663468402253,CYCLONE BATSIRAI,School aged children,MNJ.01
7,N5,8,0.05264403127816892,CYCLONE BATSIRAI,School aged children,MNJ.01
8,N5,8,0.05993488231201572,CYCLONE BATSIRAI,School aged children,MNJ.01
9,N5,8,0.06716962296016513,CYCLONE BATSIRAI,School aged children,MNJ.01
10,N5,8,0.07434868504811572,CYCLONE BATSIRAI,School aged children,MNJ.01
11,N5,8,0.08147249707803732,CYCLONE BATSIRAI,School aged children,MNJ.01
12,N5,8,0.08854148425434727,CYCLONE BATSIRAI,School aged children,MNJ.01
13,N5,8,0.09555606850908997,CYCLONE BATSIRAI,School aged children,MNJ.01
14,N5,8,0.10251666852712098,CYCLONE BATSIRAI,School aged children,MNJ.01
15,N5,8,0.10942369977109752,CYCLONE BATSIRAI,School aged children,MNJ.01
16,N5,8,0.11627757450627628,CYCLONE BATSIRAI,School aged children,MNJ.01
17,N5,8,0.12307870182512089,CYCLONE BATSIRAI,School aged children,MNJ.01
18,N5,8,0.12982748767171948,CYCLONE BATSIRAI,School aged children,MNJ.01
19,N5,8,0.1365243348660148,CYCLONE BATSIRAI,School aged children,MNJ.01
20,N5,8,0.14316964312784747,CYCLONE BATSIRAI,School aged children,MNJ.01
21,N5,8,0.1497638091008145,CYCLONE BATSIRAI,School aged children,MNJ.01
22,N5,8,0.15630722637594383,CYCLONE BATSIRAI,School aged children,MNJ.01
23,N5,8,0.1628002855151872,CYCLONE BATSIRAI,School aged children,MNJ.01
24,N5,8,0.16924337407473172,CYCLONE BATSIRAI,School aged children,MNJ.01
25,N5,8,0.1756368766281323,CYCLONE BATSIRAI,School aged children,MNJ.01
26,N5,8,0.18198117478926606,CYCLONE BATSIRAI,School aged children,MNJ.01
27,N5,8,0.18827664723510973,CYCLONE BATSIRAI,School aged children,MNJ.01
28,N5,8,0.19452366972834237,CYCLONE BATSIRAI,School aged children,MNJ.01
29,N5,8,0.20072261513977374,CYCLONE BATSIRAI,School aged children,MNJ.01
30,N5,8,0.20687385347059978,CYCLONE BATSIRAI,School aged children,MNJ.01
31,N5,8,0.21297775187448761,CYCLONE BATSIRAI,School aged children,MNJ.01
32,N5,8,0.21903467467948995,CYCLONE BATSIRAI,School aged children,MNJ.01
33,N5,8,0.22504498340979093,CYCLONE BATSIRAI,School aged children,MNJ.01
34,N5,8,0.2310090368072848,CYCLONE BATSIRAI,School aged children,MNJ.01
35,N5,8,0.23692719085298825,CYCLONE BATSIRAI,School aged children,MNJ.01
36,N5,8,0.24279979878828853,CYCLONE BATSIRAI,School aged children,MNJ.01
37,N5,8,0.24862721113602707,CYCLONE BATSIRAI,School aged children,MNJ.01
38,N5,8,0.25440977572142187,CYCLONE BATSIRAI,School aged children,MNJ.01
39,N5,8,0.26014783769282823,CYCLONE BATSIRAI,School aged children,MNJ.01
40,N5,8,0.2658417395423398,CYCLONE BATSIRAI,School aged children,MNJ.01
41,N5,8,0.2714918211262313,CYCLONE BATSIRAI,School aged children,MNJ.01
42,N5,8,0.2770984196852438,CYCLONE BATSIRAI,School aged children,MNJ.01
43,N5,8,0.28266186986471364,CYCLONE BATSIRAI,School aged children,MNJ.01
44,N5,8,0.288182503734547,CYCLONE BATSIRAI,School aged children,MNJ.01
45,N5,8,0.2936606508090403,CYCLONE BATSIRAI,School aged children,MNJ.01
46,N5,8,0.2990966380665479,CYCLONE BATSIRAI,School aged children,MNJ.01
47,N5,8,0.3044907899689989,CYCLONE BATSIRAI,School aged children,MNJ.01
48,N5,8,0.30984342848126395,CYCLONE BATSIRAI,School aged children,MNJ.01
49,N5,8,0.3151548730903715,CYCLONE BATSIRAI,School aged children,MNJ.01
50,N5,8,0.32042544082457886,CYCLONE BATSIRAI,School aged children,MNJ.01
51,N5,8,0.3256554462722934,CYCLONE BATSIRAI,School aged children,MNJ.01
52,N5,8,0.33084520160085074,CYCLONE BATSIRAI,School aged children,MNJ.01
53,N5,8,0.33599501657514635,CYCLONE BATSIRAI,School aged children,MNJ.01
54,N5,8,0.34110519857612553,CYCLONE BATSIRAI,School aged children,MNJ.01
55,N5,8,0.3461760526191301,CYCLONE BATSIRAI,School aged children,MNJ.01
56,N5,8,0.3512078813721037,CYCLONE BATSIRAI,School aged children,MNJ.01
57,N5,8,0.3562009851736576,CYCLONE BATSIRAI,School aged children,MNJ.01
58,N5,8,0.36115566205099764,CYCLONE BATSIRAI,School aged children,MNJ.01
59,N5,8,0.36607220773771243,CYCLONE BATSIRAI,School aged children,MNJ.01
60,N5,8,0.37095091569142424,CYCLONE BATSIRAI,School aged children,MNJ.01
1,N5,9,0.008180734252274254,CYCLONE BATSIRAI,School aged children,MNJ.01
2,N5,9,0.016294544091642178,CYCLONE BATSIRAI,School aged children,MNJ.01
3,N5,9,0.024341977008940745,CYCLONE BATSIRAI,School aged children,MNJ.01
4,N5,9,0.03232357601612988,CYCLONE BATSIRAI,School aged children,MNJ.01
5,N5,9,0.040239879682932994,CYCLONE BATSIRAI,School aged children,MNJ.01
6,N5,9,0.048091422173177675,CYCLONE BATSIRAI,School aged children,MNJ.01
7,N5,9,0.05587873328083924,CYCLONE BATSIRAI,School aged children,MNJ.01
8,N5,9,0.06360233846578922,CYCLONE BATSIRAI,School aged children,MNJ.01
9,N5,9,0.07126275888925168,CYCLONE BATSIRAI,School aged children,MNJ.01
10,N5,9,0.07886051144896906,CYCLONE BATSIRAI,School aged children,MNJ.01
11,N5,9,0.08639610881408087,CYCLONE BATSIRAI,School aged children,MNJ.01
12,N5,9,0.09387005945971655,CYCLONE BATSIRAI,School aged children,MNJ.01
13,N5,9,0.10128286770130568,CYCLONE BATSIRAI,School aged children,MNJ.01
14,N5,9,0.10863503372860728,CYCLONE BATSIRAI,School aged children,MNJ.01
15,N5,9,0.11592705363946097,CYCLONE BATSIRAI,School aged children,MNJ.01
16,N5,9,0.12315941947326164,CYCLONE BATSIRAI,School aged children,MNJ.01
17,N5,9,0.13033261924416079,CYCLONE BATSIRAI,School aged children,MNJ.01
18,N5,9,0.1374471369739957,CYCLONE BATSIRAI,School aged children,MNJ.01
19,N5,9,0.14450345272494974,CYCLONE BATSIRAI,School aged children,MNJ.01
20,N5,9,0.1515020426319451,CYCLONE BATSIRAI,School aged children,MNJ.01
21,N5,9,0.1584433789347707,CYCLONE BATSIRAI,School aged children,MNJ.01
22,N5,9,0.16532793000994725,CYCLONE BATSIRAI,School aged children,MNJ.01
23,N5,9,0.1721561604023315,CYCLONE BATSIRAI,School aged children,MNJ.01
24,N5,9,0.1789285308564624,CYCLONE BATSIRAI,School aged children,MNJ.01
25,N5,9,0.18564549834765,CYCLONE BATSIRAI,School aged children,MNJ.01
26,N5,9,0.1923075161128112,CYCLONE BATSIRAI,School aged children,MNJ.01
27,N5,9,0.19891503368105157,CYCLONE BATSIRAI,School aged children,MNJ.01
28,N5,9,0.20546849690399893,CYCLONE BATSIRAI,School aged children,MNJ.01
29,N5,9,0.21196834798588737,CYCLONE BATSIRAI,School aged children,MNJ.01
30,N5,9,0.21841502551339548,CYCLONE BATSIRAI,School aged children,MNJ.01
31,N5,9,0.22480896448524093,CYCLONE BATSIRAI,School aged children,MNJ.01
32,N5,9,0.23115059634153245,CYCLONE BATSIRAI,School aged children,MNJ.01
33,N5,9,0.23744034899288194,CYCLONE BATSIRAI,School aged children,MNJ.01
34,N5,9,0.2436786468492782,CYCLONE BATSIRAI,School aged children,MNJ.01
35,N5,9,0.24986591084872464,CYCLONE BATSIRAI,School aged children,MNJ.01
36,N5,9,0.256002558485643,CYCLONE BATSIRAI,School aged children,MNJ.01
37,N5,9,0.26208900383904393,CYCLONE BATSIRAI,School aged children,MNJ.01
38,N5,9,0.2681256576004677,CYCLONE BATSIRAI,School aged children,MNJ.01
39,N5,9,0.27411292710169627,CYCLONE BATSIRAI,School aged children,MNJ.01
40,N5,9,0.2800512163422385,CYCLONE BATSIRAI,School aged children,MNJ.01
41,N5,9,0.28594092601659077,CYCLONE BATSIRAI,School aged children,MNJ.01
42,N5,9,0.2917824535412741,CYCLONE BATSIRAI,School aged children,MNJ.01
43,N5,9,0.2975761930816506,CYCLONE BATSIRAI,School aged children,MNJ.01
44,N5,9,0.3033225355785204,CYCLONE BATSIRAI,School aged children,MNJ.01
45,N5,9,0.3090218687745008,CYCLONE BATSIRAI,School aged children,MNJ.01
46,N5,9,0.3146745772401897,CYCLONE BATSIRAI,School aged children,MNJ.01
47,N5,9,0.3202810424001152,CYCLONE BATSIRAI,School aged children,MNJ.01
48,N5,9,0.3258416425584728,CYCLONE BATSIRAI,School aged children,MNJ.01
49,N5,9,0.33135675292465155,CYCLONE BATSIRAI,School aged children,MNJ.01
50,N5,9,0.33682674563855275,CYCLONE BATSIRAI,School aged children,MNJ.01
51,N5,9,0.34225198979569965,CYCLONE BATSIRAI,School aged children,MNJ.01
52,N5,9,0.3476328514721433,CYCLONE BATSIRAI,School aged children,MNJ.01
53,N5,9,0.35296969374916354,CYCLONE BATSIRAI,School aged children,MNJ.01
54,N5,9,0.3582628767377693,CYCLONE BATSIRAI,School aged children,MNJ.01
55,N5,9,0.36351275760299656,CYCLONE BATSIRAI,School aged children,MNJ.01
56,N5,9,0.36871969058800935,CYCLONE BATSIRAI,School aged children,MNJ.01
57,N5,9,0.3738840270380023,CYCLONE BATSIRAI,School aged children,MNJ.01
58,N5,9,0.3790061154239084,CYCLONE BATSIRAI,School aged children,MNJ.01
59,N5,9,0.38408630136591304,CYCLONE BATSIRAI,School aged children,MNJ.01
60,N5,9,0.38912492765677364,CYCLONE BATSIRAI,School aged children,MNJ.01
1,N5,10,0.008637597197604653,CYCLONE BATSIRAI,School aged children,MNJ.01
2,N5,10,0.01720058630986124,CYCLONE BATSIRAI,School aged children,MNJ.01
3,N5,10,0.025689611771358686,CYCLONE BATSIRAI,School aged children,MNJ.01
4,N5,10,0.034105312450319496,CYCLONE BATSIRAI,School aged children,MNJ.01
5,N5,10,0.04244832169667984,CYCLONE BATSIRAI,School aged children,MNJ.01
6,N5,10,0.05071926738975423,CYCLONE BATSIRAI,School aged children,MNJ.01
7,N5,10,0.05891877198548859,CYCLONE BATSIRAI,School aged children,MNJ.01
8,N5,10,0.06704745256330505,CYCLONE BATSIRAI,School aged children,MNJ.01
9,N5,10,0.0751059208725424,CYCLONE BATSIRAI,School aged children,MNJ.01
10,N5,10,0.08309478337849487,CYCLONE BATSIRAI,School aged children,MNJ.01
11,N5,10,0.09101464130805387,CYCLONE BATSIRAI,School aged children,MNJ.01
12,N5,10,0.09886609069495507,CYCLONE BATSIRAI,School aged children,MNJ.01
13,N5,10,0.10664972242463486,CYCLONE BATSIRAI,School aged children,MNJ.01
14,N5,10,0.11436612227869913,CYCLONE BATSIRAI,School aged children,MNJ.01
15,N5,10,0.12201587097900841,CYCLONE BATSIRAI,School aged children,MNJ.01
16,N5,10,0.12959954423138148,CYCLONE BATSIRAI,School aged children,MNJ.01
17,N5,10,0.13711771276892235,CYCLONE BATSIRAI,School aged children,MNJ.01
18,N5,10,0.14457094239497217,CYCLONE BATSIRAI,School aged children,MNJ.01
19,N5,10,0.15195979402569093,CYCLONE BATSIRAI,School aged children,MNJ.01
20,N5,10,0.1592848237322707,CYCLONE BATSIRAI,School aged children,MNJ.01
21,N5,10,0.16654658278278456,CYCLONE BATSIRAI,School aged children,MNJ.01
22,N5,10,0.17374561768367405,CYCLONE BATSIRAI,School aged children,MNJ.01
23,N5,10,0.18088247022087806,CYCLONE BATSIRAI,School aged children,MNJ.01
24,N5,10,0.1879576775006071,CYCLONE BATSIRAI,School aged children,MNJ.01
25,N5,10,0.19497177198976415,CYCLONE BATSIRAI,School aged children,MNJ.01
26,N5,10,0.20192528155601808,CYCLONE BATSIRAI,School aged children,MNJ.01
27,N5,10,0.20881872950752892,CYCLONE BATSIRAI,School aged children,MNJ.01
28,N5,10,0.21565263463233195,CYCLONE BATSIRAI,School aged children,MNJ.01
29,N5,10,0.22242751123738033,CYCLONE BATSIRAI,School aged children,MNJ.01
30,N5,10,0.22914386918725083,CYCLONE BATSIRAI,School aged children,MNJ.01
31,N5,10,0.23580221394251538,CYCLONE BATSIRAI,School aged children,MNJ.01
32,N5,10,0.24240304659778117,CYCLONE BATSIRAI,School aged children,MNJ.01
33,N5,10,0.24894686391940202,CYCLONE BATSIRAI,School aged children,MNJ.01
34,N5,10,0.255434158382864,CYCLONE BATSIRAI,School aged children,MNJ.01
35,N5,10,0.26186541820984827,CYCLONE BATSIRAI,School aged children,MNJ.01
36,N5,10,0.26824112740497397,CYCLONE BATSIRAI,School aged children,MNJ.01
37,N5,10,0.27456176579222313,CYCLONE BATSIRAI,School aged children,MNJ.01
38,N5,10,0.2808278090510515,CYCLONE BATSIRAI,School aged children,MNJ.01
39,N5,10,0.2870397287521873,CYCLONE BATSIRAI,School aged children,MNJ.01
40,N5,10,0.2931979923931209,CYCLONE BATSIRAI,School aged children,MNJ.01
41,N5,10,0.29930306343328744,CYCLONE BATSIRAI,School aged children,MNJ.01
42,N5,10,0.30535540132894623,CYCLONE BATSIRAI,School aged children,MNJ.01
43,N5,10,0.3113554615677585,CYCLONE BATSIRAI,School aged children,MNJ.01
44,N5,10,0.31730369570306655,CYCLONE BATSIRAI,School aged children,MNJ.01
45,N5,10,0.3232005513878768,CYCLONE BATSIRAI,School aged children,MNJ.01
46,N5,10,0.32904647240854934,CYCLONE BATSIRAI,School aged children,MNJ.01
