day,site_code,age,prob.inf
1,S1,67,4.938315463068362e-4
1,S1,68,4.942871750646942e-4
1,S1,69,4.952908577901861e-4
1,S1,70,4.969940041857242e-4
1,S1,71,4.995432693389695e-4
1,S1,72,5.030793498785589e-4
1,S1,73,5.077328578981281e-4
1,S1,74,5.136095082086326e-4
1,S1,75,5.207958994961327e-4
1,S1,76,5.293461475955456e-4
1,S1,77,5.392801202972489e-4
1,S1,78,5.505936360240368e-4
1,S1,79,5.632636687558503e-4
1,S1,80,5.772598958395823e-4
1,S1,81,5.925334599821304e-4
1,S1,82,6.09018251930622e-4
1,S1,83,6.266385030939238e-4
1,S1,84,6.453271605193412e-4
1,S1,85,6.650284695385963e-4
1,S1,86,6.856793327226126e-4
1,S1,87,7.072053129172847e-4
1,S1,88,7.295192217054973e-4
1,S1,89,7.525515401456626e-4
1,S1,90,7.763107504714462e-4
1,S1,91,8.008197750109372e-4
1,S1,92,8.261022577799269e-4
1,S1,93,8.521825871257676e-4
1,S1,94,8.790859190827624e-4
1,S1,95,9.068382014513864e-4
1,S1,96,9.354661986282314e-4
1,S1,97,9.649975172103109e-4
1,S1,98,9.95460632392895e-4
1,S1,99,0.0010268849151937485
1,S2,1,0.0033158269684799902
1,S2,2,0.0035982131966108646
1,S2,3,0.003902054772490752
1,S2,4,0.00422527700960878
1,S2,5,0.004564635236420558
1,S2,6,0.00491634865369262
1,S2,7,0.005276111458345946
1,S2,8,0.00563818596057704
1,S2,9,0.005993700484449707
1,S2,10,0.006328815878185585
1,S2,11,0.006623457864711475
1,S2,12,0.006851777491975624
1,S2,13,0.006985620352794887
1,S2,14,0.0070004091326420215
1,S2,15,0.006882507405164655
1,S2,16,0.006634247718866574
1,S2,17,0.00627304949622043
1,S2,18,0.005828874444406609
1,S2,19,0.00533789006683696
1,S2,20,0.004836568350380435
1,S2,21,0.004355642779050965
1,S2,22,0.003917033722391333
1,S2,23,0.003533650528319995
1,S2,24,0.003210708603022862
1,S2,25,0.002947449060755679
1,S2,26,0.0027402507588433376
1,S2,27,0.0025837425076122296
1,S2,28,0.0024717885981193144
1,S2,29,0.002398333837253919
1,S2,30,0.002358050580612909
1,S2,31,0.0023459442636127297
1,S2,32,0.0023567113684278855
1,S2,33,0.002384561307276211
1,S2,34,0.002423425014604239
1,S2,35,0.0024670894371112795
1,S2,36,0.00250932164701741
1,S2,37,0.0025439731089508624
1,S2,38,0.0025654623284807523
1,S2,39,0.0025694948878751305
1,S2,40,0.002553728497876305
1,S2,41,0.002518288580538601
1,S2,42,0.002465161261977328
1,S2,43,0.002397377392023383
1,S2,44,0.002318523896868452
1,S2,45,0.002232581878398386
1,S2,46,0.0021434310560047086
1,S2,47,0.002054569099552676
1,S2,48,0.0019689631518047942
1,S2,49,0.0018889614682093576
1,S2,50,0.0018161634744227027
1,S2,51,0.001751505355164115
1,S2,52,0.0016953114166764953
1,S2,53,0.001647539906775258
1,S2,54,0.001607963951186342
1,S2,55,0.0015760961778462153
1,S2,56,0.0015511551454163502
1,S2,57,0.0015321804827693238
1,S2,58,0.0015181702866621728
1,S2,59,0.0015081601457720025
1,S2,60,0.0015012354818680774
1,S2,61,0.0014965411114204754
1,S2,62,0.001493320919411155
1,S2,63,0.0014910210171135982
1,S2,64,0.0014893264114292021
1,S2,65,0.0014881185763571448
1,S2,66,0.0014874698462649784
1,S2,67,0.0014876333541373513
1,S2,68,0.0014890052209648576
1,S2,69,0.0014920272361216031
1,S2,70,0.0014971552711618731
1,S2,71,0.001504830867964091
1,S2,72,0.001515477607495662
1,S2,73,0.0015294886794882786
1,S2,74,0.001547182276817015
1,S2,75,0.0015688189973203468
1,S2,76,0.001594561597174926
1,S2,77,0.0016244696792508005
1,S2,78,0.0016585304043769274
1,S2,79,0.0016966741684219502
1,S2,80,0.0017388093744927326
1,S2,81,0.001784788608049534
1,S2,82,0.0018344125097741596
1,S2,83,0.001887452643273157
1,S2,84,0.0019437068142084248
1,S2,85,0.0020030068436305624
1,S2,86,0.0020651624598791904
1,S2,87,0.0021299492772954764
1,S2,88,0.0021971045593900474
1,S2,89,0.002266418778582514
1,S2,90,0.0023379171587675236
1,S2,91,0.002411668360686783
1,S2,92,0.0024877431929426707
1,S2,93,0.0025662146785012494
1,S2,94,0.0026471581232283175
1,S2,95,0.0027306511864885297
1,S2,96,0.0028167739538810343
1,S2,97,0.002905609012174857
1,S2,98,0.002997241526493264
1,S2,99,0.003091759319837059
1,N5,1,0.010808599345100213
1,N5,2,0.011725327842682409
1,N5,3,0.01271104916904335
1,N5,4,0.01375889551598266
1,N5,5,0.01485822145442743
1,N5,6,0.015996672914194696
1,N5,7,0.017160233746757576
1,N5,8,0.01833030621629241
1,N5,9,0.019478238129188866
1,N5,10,0.02055944893386305
1,N5,11,0.021509392835147682
1,N5,12,0.022245069270964684
1,N5,13,0.022676150292047097
1,N5,14,0.02272377388881895
1,N5,15,0.022344055834971083
1,N5,16,0.021544167841100546
1,N5,17,0.020379582643116324
1,N5,18,0.01894614216067847
1,N5,19,0.017359944702319274
1,N5,20,0.015738514401819757
1,N5,21,0.014181306515486805
1,N5,22,0.012759626138606036
1,N5,23,0.011515785959631613
1,N5,24,0.010467196104585285
1,N5,25,0.00961182320639462
1,N5,26,0.008938241398845215
1,N5,27,0.008429237242510311
1,N5,28,0.008065023652876776
1,N5,29,0.007826006795518427
1,N5,30,0.007694910806336096
1,N5,31,0.0076555102112369705
1,N5,32,0.007690552328846192
1,N5,33,0.007781187456507791
1,N5,34,0.00790765629770363
1,N5,35,0.008049734095841829
1,N5,36,0.008187138237055382
1,N5,37,0.008299868248186225
1,N5,38,0.008369773670258903
1,N5,39,0.008382891390621382
1,N5,40,0.008331603402312489
1,N5,41,0.008216310803756463
1,N5,42,0.008043460387378578
1,N5,43,0.00782289432326401
1,N5,44,0.007566265282803197
1,N5,45,0.0072865141241416085
1,N5,46,0.006996260082816933
1,N5,47,0.006706887883320344
1,N5,48,0.006428063258142224
1,N5,49,0.006167442994743841
1,N5,50,0.005930248834898928
1,N5,51,0.005719543472935399
1,N5,52,0.005536395667287126
1,N5,53,0.005380679898032046
1,N5,54,0.005251665493461195
1,N5,55,0.005147770692302609
1,N5,56,0.005066453084297461
1,N5,57,0.005004585105031913
1,N5,58,0.004958902340178728
1,N5,59,0.0049262615829566755
1,N5,60,0.004903681418429814
1,N5,61,0.004888373663460281
1,N5,62,0.004877872925469921
1,N5,63,0.004870373117063341
1,N5,64,0.004864847110272138
1,N5,65,0.004860908420043328
1,N5,66,0.004858792938938934
1,N5,67,0.004859326131416896
1,N5,68,0.004863799725164132
1,N5,69,0.0048736543263956525
1,N5,70,0.0048903763708692104
1,N5,71,0.004915405412290008
1,N5,72,0.004950122208490293
1,N5,73,0.004995808109202352
1,N5,74,0.0050534995387504274
1,N5,75,0.005124044688896492
1,N5,76,0.0052079722728880324
1,N5,77,0.005305474240379672
1,N5,78,0.005416505967167705
1,N5,79,0.005540837437552962
1,N5,80,0.005678166663151039
1,N5,81,0.005828009514465355
1,N5,82,0.005989712470015519
1,N5,83,0.006162527262758169
1,N5,84,0.006345791199450397
1,N5,85,0.006538952477775714
1,N5,86,0.00674138742884747
1,N5,87,0.0069523614636205254
1,N5,88,0.007171015403005871
1,N5,89,0.007396663661970757
1,N5,90,0.00762938501076588
1,N5,91,0.00786939940962782
1,N5,92,0.008116933546900415
1,N5,93,0.008372221037572982
1,N5,94,0.008635502627264332
1,N5,95,0.008907026401674959
1,N5,96,0.009187048001667383
1,N5,97,0.009475830844095654
1,N5,98,0.009773646348454929
1,N5,99,0.010080774169548274
